अँग्रेज़	̃grēz
बीता	bītā
बीती	bītī
बीते	bītē
बीन	bī
बीनू	bīū
बीपी	bīpī
बीपीएम	bīpīēm
बीबी	bībī
बीबीसी	bībīsī
बीबीसीहिंदी	bībīsīhidī
बीमार	bīmār
बीमारियाँ	bīmāriyā̃
बीमारियों	bīmāriyō̃
बीमारी	bīmārī
बीमाल	bīmāl
बीमीरी	bīmīrī
बीयर	bīyr
बीवी	bīvī
बीस	bīs
बीसवीं	bīsvī̃
बीसी	bīsī
बीसीसीआई	bīsīsīāī
बुआ	buā
बुक	bu
बुकर	bur
बुकिंग	buig
बुख़ारी	bu̱ẖārī
बुजुर्ग	bujurg
बुज़ुर्ग	buzurg
बुझाना	bujhāā
बुझाने	bujhāē
बुढ़ापा	buṛhāpā
बुढ़ापे	buṛhāpē
बुढ़िया	buṛhiyā
बुत	but
बुद्ध	buddh
बुद्धि	buddhi
बुद्धिजीवी	buddhijīvī
बुद्धिमान	buddhimā
बुध	budh
बुधकर	budhr
बुधवार	budhvār
बुनियाद	buiyād
बुनियादी	buiyādī
बुर्क़ा	burqā
बुरकिनाफासो	buriāphāsō
बुरहान	burhā
बुरा	burā
बुराई	burāī
बुरी	burī
बुरुंडी	buruṇḍī
बुरे	burē
बुरेजी	burējī
बुल	bul
बुलंद	buld
बुलंदशहर	buldśhr
बुलंदियाँ	buldiyā̃
बुलंदियों	buldiyō̃
बुल्डोज़र	bulḍōzr
बुल्डोज़रों	bulḍōzrō̃
बुलवा	bulvā
बुलवाया	bulvāyā
बुलाई	bulāī
बुलाक	bulā
बुलाते	bulātē
बुलाना	bulāā
बुलाने	bulāē
बुलाया	bulāyā
बुलावा	bulāvā
बुले	bulē
बुलेट	bulēṭ
बुश	buś
बू	bū
बूँदी	bū̃dī
बूझकर	būjhr
बूढ़ी	būṛhī
बूढे	būḍhē
बूढ़े	būṛhē
बूस्टर	būsṭr
बृजेश	bṛjēś
बृहस्पति	bṛhspti
बृहस्पतिवार	bṛhsptivār
बे	bē
बेंच	bēñc
बेंजामिन	bēñjāmi
बेंड	bēṇḍ
बेअसर	bēsr
बेईमान	bēīmā
बेईमानी	bēīmāī
बेउर	bēur
बेकम	bēm
बेक़रार	bēqrār
बेकरी	bērī
बेकसूर	bēsūr
बेक़सूर	bēqsūr
बेकहम	bēhm
बेकार	bēār
बेक़ुसूर	bēqusūr
बेख़म	bē̱ẖm
बेग़म	bēġm
बेगुनाह	bēguāh
बेगुनाहों	bēguāhō̃
बेगूसराय	bēgūsrāy
बेघर	bēghr
बेच	bēc
बेचकर	bēcr
बेचती	bēctī
बेचते	bēctē
बेचने	bēcē
बेचा	bēcā
बेचारी	bēcārī
बेची	bēcī
बेचे	bēcē
बेजिंग	bējig
बेजोड़	bējōṛ
बेटा	bēṭā
बेटी	bēṭī
बेटे	bēṭē
बेटों	bēṭō̃
बेड	bēḍ
बेडरूम	bēḍrūm
बेत	bēt
बेतरतीब	bētrtīb
बेताज	bētāj
बेतिया	bētiyā
बेतुके	bētuē
बेथलहम	bēthlhm
बेदरे	bēdrē
बेदी	bēdī
बेधड़क	bēdhṛ
बेन	bē
बेनिंग	bēig
बेनिगनी	bēigī
बेनिन	bēi
बेनिनी	bēiī
बेनीपाल	bēīpāl
बेनेगल	bēēgl
बेनो	bēō
बेबसी	bēbsī
बेबाक	bēbā
बेबी	bēbī
बेबुनियाद	bēbuiyād
बेमानी	bēmāī
बेमिसाल	bēmisāl
बेमुद्दत	bēmuddt
बेमौके	bēmuē
बेरहमी	bērhmī
बेरी	bērī
बेरुखी	bēruhī
बेरोक	bērō
बेरोज़गारी	bērōzgārī
बेल	bēl
बेलगाम	bēlgām
बेल्जियम	bēljiym
बेल्ट	bēlṭ
बेल्दा	bēldā
बेलागंज	bēlāgñj
बेलारुस	bēlārus
बेलारूस	bēlārūs
बेलिम	bēlim
बेवकूफ़	bēvūf
बेवकूफी	bēvūphī
बेवफ़ाई	bēvfāī
बेवसाइट	bēvsāiṭ
बेवा	bēvā
बेशक	bēś
बेस	bēs
बेस्ट	bēsṭ
बेसब्री	bēsbrī
बेसबॉल	bēsbôl
बेसलान	bēslā
बेसस्टेशन	bēssṭēś
बेसहारा	bēshārā
बेसेग़ीर	bēsēġīr
बेहतर	bēhtr
बेहतरी	bēhtrī
बेहतरीन	bēhtrī
बेहद	bēhd
बेहरतीन	bēhrtī
बेहुल	bēhul
बेहोश	bēhōś
बेहोशी	bēhōśī
बैंक	bi
बैंकाक	biā
बैंकॉक	biô
बैंकों	biō̃
बैंग	big
बैंगलोर	biglōr
बैंग्लौर	biglur
बैंड	biṇḍ
बैंस	bĩs
बैच	bic
बैचुंग	bicug
बैटमैन	biṭmi
बैटरियाँ	biṭriyā̃
बैटरी	biṭrī
बैट्री	biṭrī
बैटिंग	biṭig
बैठ	biṭh
बैठक	biṭh
बैठकर	biṭhr
बैठके	biṭhē
बैठकें	biṭhē̃
बैठता	biṭhtā
बैठते	biṭhtē
बैठना	biṭhā
बैठने	biṭhē
बैठा	biṭhā
बैठी	biṭhī
बैठे	biṭhē
बैठेंगे	biṭhēgē
बैनर	bir
बैनर्जी	birjī
बैपटिस्ट	bipṭisṭ
बैबिलोनिया	bibilōiyā
बैमबांग	bimbāg
बैर	bir
बैरियर	biriyr
बैरी	birī
बैल्कमोर	bilmōr
बैलून	bilū
बैश्य	biśy
बैसाखियों	bisāhiyō̃
बॉंबे	bômbē
बॉक्स	bôs
बॉक्सिंग	bôsig
बॉथम	bôthm
बॉदरेन्को	bôdrēō
बॉन	bô
बॉन्ड	bôḍ
बॉब	bôb
बॉबी	bôbī
बॉम्बे	bômbē
बॉयोलॉजी	bôyōlôjī
बॉल	bôl
बॉलीवुड	bôlīvuḍ
बॉस	bôs
बॉसेज़	bôsēz
बोंकांगो	bōāgō
बोंडा	bōṇḍā
बोईंग	bōīg
बोउ	bōu
बोए	bōē
बोका	bōā
बोगी	bōgī
बोझ	bōjh
बोट	bōṭ
बोटिचेली	bōṭicēlī
बोतलबंद	bōtlbd
बोत्सवाना	bōtsvāā
बोत्स्वाना	bōtsvāā
बोते	bōtē
बोध	bōdh
बोना	bōā
बोनी	bōī
बोनो	bōō
बोपन्ना	bōpā
बोफोर्स	bōphōrs
बोफ़ोर्स	bōfōrs
बोया	bōyā
बोर्ड	bōrḍ
बोर्डे	bōrḍē
बोरियों	bōriyō̃
बोल	bōl
बोलचाल	bōlcāl
बोल्ड	bōlḍ
बोलता	bōltā
बोलते	bōltē
बोलना	bōlā
बोलने	bōlē
बोलबाला	bōlbālā
बोला	bōlā
बोलियाँ	bōliyā̃
बोलिविया	bōliviyā
बोली	bōlī
बोले	bōlē
बोलेंगे	bōlēgē
बोवेन	bōvē
बोस	bōs
बोस्टन	bōsṭ
बोहदान	bōhdā
बौछार	buchār
बौद्ध	buddh
बौध	budh
बौनी	buī
बौने	buē
बौरा	burā
भंग	bhg
भंगिमाएँ	bhgimāē̃
भंडार	bhṇḍār
भंडारपुर	bhṇḍārpur
भंसाली	bhṁsālī
भई	bhī
भक्त	bht
भक्ति	bhti
भगत	bhgt
भगदड़	bhgdṛ
भगवान	bhgvā
भगा	bhgā
भगाए	bhgāē
भगाकर	bhgār
भगाने	bhgāē
भगोड़ा	bhgōṛā
भजन	bhj
भजनों	bhjō̃
भटक	bhṭ
भटकाकर	bhṭār
भटकाव	bhṭāv
भट्ट	bhṭṭ
भट्टराई	bhṭṭrāī
भट्टाराय	bhṭṭārāy
भट्टी	bhṭṭī
भटनागर	bhṭāgr
भड़क	bhṛ
भड़काने	bhṛāē
भड़की	bhṛī
भड़के	bhṛē
भतीजे	bhtījē
भद्दे	bhddē
भद्र	bhdr
भद्रेश	bhdrēś
भनक	bh
भय	bhy
भयंकर	bhyr
भयानक	bhyā
भयावह	bhyāvh
भयावहता	bhyāvhtā
भर	bhr
भरंगमपाडी	bhrgmpāḍī
भरकम	bhrm
भरकर	bhrr
भरत	bhrt
भरतनाट्यम	bhrtāṭym
भरतनाट्यम्	bhrtāṭym
भर्ती	bhrtī
भरना	bhrā
भरनी	bhrī
भरने	bhrē
भरपाई	bhrpāī
भरपूर	bhrpūr
भरपेट	bhrpēṭ
भ्रम	bhrm
भ्रमण	bhrmṇ
भरमार	bhrmār
भ्रष्ट	bhrṣṭ
भ्रष्टाचार	bhrṣṭācār
भ्रष्टाचारी	bhrṣṭācārī
भरा	bhrā
भरी	bhrī
भ्रूण	bhrūṇ
भ्रूणों	bhrūṇō̃
भरे	bhrē
भरोसा	bhrōsā
भरोसे	bhrōsē
भरोसेमंद	bhrōsēmd
भल्ला	bhllā
भला	bhlā
भलाई	bhlāī
भले	bhlē
भलोदी	bhlōdī
भवन	bhv
भव्य	bhvy
भविष्य	bhviṣy
भविष्यवाणी	bhviṣyvāṇī
भाँप	bhā̃p
भाँपने	bhā̃pē
भांग	bhāg
भांगड़ा	bhāgṛā
भांजी	bhāñjī
भाइयों	bhāiyō̃
भाई	bhāī
भाईचार	bhāīcār
भाईचारा	bhāīcārā
भाईचारे	bhāīcārē
भाकपा	bhāpā
भाग	bhāg
भागकर	bhāgr
भागता	bhāgtā
भागते	bhāgtē
भागदौड़	bhāgduṛ
भागना	bhāgā
भागने	bhāgē
भागम	bhāgm
भाग्य	bhāgy
भाग्यशाली	bhāgyśālī
भागा	bhāgā
भागीदारी	bhāgīdārī
भागे	bhāgē
भागों	bhāgō̃
भाजपा	bhājpā
भाटिया	bhāṭiyā
भाटी	bhāṭī
भाड़	bhāṛ
भाड़े	bhāṛē
भाता	bhātā
भादुडी	bhāduḍī
भादुड़ी	bhāduṛī
भादौर	bhādur
भानुप्रताप	bhāuprtāp
भाप	bhāp
भाभा	bhābhā
भार्गव	bhārgv
भारत	bhārt
भारतभूमि	bhārtbhūmi
भारतभूषण	bhārtbhūṣṇ
भारतवासियों	bhārtvāsiyō̃
भारताय	bhārtāy
भारती	bhārtī
भारतीय	bhārtīy
भारतीयकरण	bhārtīyrṇ
भारतीयता	bhārtīytā
भारतीयों	bhārtīyō̃
भारद्वाज	bhārdvāj
भारी	bhārī
भारोत्तोलक	bhārōttōl
भारोत्तोलकों	bhārōttōlō̃
भारोत्तोलन	bhārōttōl
भाव	bhāv
भावना	bhāvā
भावनाएँ	bhāvāē̃
भावनाएं	bhāvāē̃
भावनाओं	bhāvāō̃
भावनात्मक	bhāvātm
भावविभोर	bhāvvibhōr
भावी	bhāvī
भावुक	bhāvu
भावुकता	bhāvutā
भाषण	bhāṣṇ
भाषणों	bhāṣṇō̃
भाषा	bhāṣā
भाषाई	bhāṣāī
भाषाएँ	bhāṣāē̃
भाषाएं	bhāṣāē̃
भाषाओं	bhāṣāō̃
भाषायें	bhāṣāyē̃
भाषाविद	bhāṣāvid
भाषाविदों	bhāṣāvidō̃
भाषी	bhāṣī
भास्कर	bhāsr
भिंगोया	bhigōyā
भिंडरांवाले	bhiṇḍrā̃vālē
भिंडरावाला	bhiṇḍrāvālā
भिंडरावाले	bhiṇḍrāvālē
भिक्षु	bhiṣu
भिड़	bhiṛ
भिड़ंत	bhiṛt
भिड़वाते	bhiṛvātē
भिड़ी	bhiṛī
भिड़े	bhiṛē
भिड़ेंगे	bhiṛēgē
भिन्न	bhi
भिन्ना	bhiā
भिलाई	bhilāī
भिवंडी	bhivṇḍī
भी	bhī
भींग	bhīg
भीख	bhīh
भीड़	bhīṛ
भीड़भाड़	bhīṛbhāṛ
भीतर	bhītr
भीतरी	bhītrī
भीमकाय	bhīmāy
भीलवाड़ा	bhīlvāṛā
भीषण	bhīṣṇ
भीषणता	bhīṣṇtā
भीषम	bhīṣm
भुखमरी	bhuhmrī
भुगत	bhugt
भुगतते	bhugttē
भुगतना	bhugtā
भुगतने	bhugtē
भुगता	bhugtā
भुगतान	bhugtā
भुन	bhu
भुना	bhuā
भुनाकर	bhuār
भुनाने	bhuāē
भुला	bhulā
भुलाए	bhulāē
भुलाकर	bhulār
भुलाने	bhulāē
भुलाया	bhulāyā
भुवन	bhuv
भुवनशंकर	bhuvśr
भू	bhū
भूंकप	bhūp
भूकंप	bhūmp
भूकंपीय	bhūmpīy
भूकंपों	bhūmpō̃
भूख	bhūh
भूखा	bhūhā
भूखे	bhūhē
भूखों	bhūhō̃
भूगर्भ	bhūgrbh
भूगर्भशास्त्रियों	bhūgrbhśāstriyō̃
भूगर्भशास्त्री	bhūgrbhśāstrī
भूगर्भीय	bhūgrbhīy
भूगोल	bhūgōl
भूटान	bhūṭā
भूटिया	bhūṭiyā
भूत	bhūt
भूतकाल	bhūtāl
भूतल	bhūtl
